customerID,churn_probability,monthly_revenue,annual_revenue_at_risk,retention_priority_score
6979-ZNSFF,0.862,87.05,900.57,75.05
5393-RXQSZ,0.943,79.6,900.55,75.05
3174-RKMOW,0.682,109.95,900.44,75.04
5383-MMTWC,0.893,84.0,899.92,74.99
1771-OADNZ,0.781,95.9,899.21,74.93
7314-OXENN,0.913,82.0,898.65,74.89
0654-HMSHN,0.717,104.4,898.47,74.87
5868-YWPDW,0.889,84.2,898.26,74.86
2205-YMZZJ,0.883,84.8,898.37,74.86
7748-UMTRK,0.739,101.3,898.14,74.85
2824-MYYBN,0.786,95.25,898.09,74.84
4123-DVHPH,0.85,88.05,898.09,74.84
6402-ZFPPI,0.728,102.8,898.06,74.84
3005-TYFRD,0.722,103.65,897.83,74.82
0093-XWZFY,0.716,104.5,897.41,74.78
2603-HVKCG,0.737,101.4,897.24,74.77
8086-OVPWV,0.932,80.2,897.1,74.76
8118-TJAFG,0.736,101.5,896.51,74.71
6015-VVHHE,0.898,83.15,896.37,74.7
9965-YOKZB,0.89,83.85,895.67,74.64
5919-TMRGD,0.941,79.35,895.56,74.63
6618-RYATB,0.938,79.55,895.33,74.61
8058-JMEQO,0.883,84.45,894.85,74.57
8481-YYXWG,0.835,89.35,894.83,74.57
0137-OCGAB,0.93,80.2,894.81,74.57
1833-TCXKK,0.692,107.75,894.61,74.55
7858-GTZSP,0.861,86.55,894.5,74.54
6507-ZJSUR,0.824,90.45,894.44,74.54
9507-EXLTT,0.939,79.35,894.39,74.53
2615-YVMYX,0.693,107.5,893.96,74.5
7249-WBIYX,0.87,85.6,893.51,74.46
3571-RFHAR,0.682,109.15,893.51,74.46
9912-GVSEQ,0.793,93.85,893.23,74.44
5609-CEBID,0.791,94.1,893.05,74.42
0139-IVFJG,0.824,90.35,892.85,74.4
9019-QVLZD,0.934,79.55,891.35,74.28
2952-QAYZF,0.871,85.3,891.29,74.27
4713-LZDRV,0.933,79.6,891.09,74.26
2215-ZAFGX,0.869,85.5,891.09,74.26
7760-OYPDY,0.92,80.65,890.63,74.22
9689-PTNPG,0.924,80.25,890.27,74.19
6101-IMRMM,0.785,94.5,890.33,74.19
1448-PWKYE,0.927,80.0,890.29,74.19
2657-VPXTA,0.835,88.85,890.14,74.18
6771-XWBDM,0.71,104.5,890.19,74.18
7005-CCBKV,0.879,84.4,890.09,74.17
2691-NZETQ,0.869,85.35,889.6,74.13
3269-ATYWD,0.775,95.65,889.53,74.13
0402-CQAJN,0.727,101.9,889.21,74.1
8016-NCFVO,0.635,116.5,888.16,74.01
5981-ITEMU,0.762,97.1,888.02,74.0
4234-XTNEA,0.925,79.95,887.73,73.98
5937-EORGB,0.766,96.5,887.18,73.93
6372-RFVNS,0.938,78.8,886.95,73.91
4529-CKBCL,0.921,80.2,886.53,73.88
8017-LXHFA,0.78,94.75,886.53,73.88
8708-XPXHZ,0.784,94.2,886.5,73.87
6988-CJEYV,0.748,98.7,886.47,73.87
6087-MVHJH,0.835,88.45,886.36,73.86
6661-HBGWL,0.705,104.75,885.8,73.82
8242-SOQUO,0.871,84.7,884.81,73.73
2254-DLXRI,0.931,79.15,884.37,73.7
2789-HQBOU,0.917,80.35,884.45,73.7
8821-XNHVZ,0.92,80.05,884.15,73.68
0886-QGENL,0.728,101.25,884.18,73.68
2609-IAICY,0.955,77.15,884.07,73.67
5144-TVGLP,0.777,94.75,883.98,73.67
3138-BKYAV,0.862,85.35,883.05,73.59
9846-GKXAS,0.81,90.8,883.05,73.59
7479-NITWS,0.823,89.35,882.85,73.57
8931-GJJIQ,0.883,83.3,882.74,73.56
7952-OBOYL,0.819,89.85,882.72,73.56
9885-CSMWE,0.938,78.45,882.62,73.55
1981-INRFU,0.922,79.75,882.56,73.55
6407-UTSLV,0.878,83.8,882.53,73.54
2038-OEQZH,0.854,86.05,881.61,73.47
7394-FKDNK,0.821,89.45,881.45,73.45
6712-OAWRH,0.805,91.25,881.19,73.43
5130-IEKQT,0.693,105.95,880.9,73.41
4385-GZQXV,0.777,94.45,880.48,73.37
2379-ENZGV,0.865,84.85,880.3,73.36
4086-YQSNZ,0.912,80.4,880.11,73.34
6086-ESGRL,0.915,80.15,880.02,73.33
9248-OJYKK,0.959,76.45,879.95,73.33
8384-FZBJK,0.729,100.6,879.66,73.31
4840-ORQXB,0.7,104.75,879.62,73.3
0674-DGMAQ,0.784,93.5,879.47,73.29
4128-ETESU,0.734,99.7,878.58,73.22
0334-GDDSO,0.9,81.35,878.65,73.22
6502-HCJTI,0.773,94.7,878.28,73.19
7207-RMRDB,0.694,105.5,877.98,73.17
6467-CHFZW,0.736,99.35,877.9,73.16
9185-TQCVP,0.859,85.15,877.66,73.14
1323-OOEPC,0.743,98.4,877.26,73.1
8063-RJYNF,0.775,94.25,876.83,73.07
2777-PHDEI,0.936,78.05,876.24,73.02
4633-MKHYU,0.825,88.4,875.6,72.97
6161-UUUTA,0.913,79.9,875.52,72.96
3422-GALYP,0.918,79.45,875.39,72.95
6559-PDZLR,0.74,98.65,875.43,72.95
4873-ILOLJ,0.807,90.35,875.32,72.94
2876-GZYZC,0.848,85.95,875.12,72.93
0772-GYEQQ,0.825,88.35,875.15,72.93
1482-OXZSY,0.726,100.4,874.97,72.91
1304-NECVQ,0.928,78.55,874.67,72.89
4902-OHLSK,0.738,98.65,873.57,72.8
7613-LLQFO,0.862,84.45,873.6,72.8
6357-JJPQT,0.904,80.5,873.19,72.77
6894-LFHLY,0.96,75.75,872.39,72.7
2612-RRIDN,0.897,81.0,871.78,72.65
4806-KEXQR,0.909,79.9,871.75,72.65
2959-MJHIC,0.903,80.35,870.97,72.58
3838-OZURD,0.691,105.0,870.75,72.56
7508-MYBOG,0.843,86.1,870.61,72.55
0225-ZORZP,0.86,84.3,870.42,72.54
8945-GRKHX,0.922,78.65,870.2,72.52
5449-FIBXJ,0.701,103.3,869.14,72.43
0397-GZBBC,0.772,93.85,869.01,72.42
7994-UYIVZ,0.845,85.65,868.78,72.4
4988-IQIGL,0.96,75.35,868.05,72.34
3834-XUIFC,0.849,85.2,868.0,72.33
7422-WNBTY,0.775,93.35,867.9,72.33
3427-GGZZI,0.812,89.1,867.66,72.3
5834-ASPWA,0.958,75.45,867.66,72.3
7426-RHZGU,0.754,95.9,867.47,72.29
5899-OUVKV,0.765,94.5,867.29,72.27
9957-YODKZ,0.894,80.8,867.23,72.27
8183-ONMXC,0.895,80.75,867.07,72.26
3761-FLYZI,0.664,108.8,867.04,72.25
9787-XVQIU,0.958,75.3,866.04,72.17
8621-MNIHH,0.766,94.25,865.9,72.16
2737-YNGYW,0.896,80.55,865.69,72.14
1212-GLHMD,0.838,86.05,865.7,72.14
5889-LFOLL,0.853,84.6,865.47,72.12
6032-KRXXO,0.799,90.25,865.31,72.11
9317-WZPGV,0.904,79.75,865.18,72.1
2452-KDRRH,0.711,101.4,865.19,72.1
7881-INRLC,0.714,100.85,864.52,72.04
5649-RXQTV,0.727,99.0,864.08,72.01
1678-FYZOW,0.907,79.4,864.01,72.0
1452-VOQCH,0.959,75.1,863.88,71.99
7599-FKVXZ,0.678,106.15,863.8,71.98
5366-IJEQJ,0.811,88.7,863.69,71.97
9692-TUSXH,0.749,96.05,863.39,71.95
6432-TWQLB,0.842,85.4,863.11,71.93
6242-MBHPK,0.756,95.1,862.64,71.89
6941-PMGEP,0.898,80.0,862.28,71.86
5502-RLUYV,0.691,103.95,862.2,71.85
1157-BQCUW,0.959,74.95,862.26,71.85
8816-VXNZD,0.957,75.1,862.12,71.84
3372-KWFBM,0.829,86.6,862.01,71.83
8378-LKJAF,0.71,101.15,861.94,71.83
9190-MFJLN,0.749,95.9,861.82,71.82
6358-LYNGM,0.959,74.9,861.72,71.81
4143-OOBWZ,0.883,81.3,861.67,71.81
0310-MVLET,0.724,99.15,861.65,71.8
4210-QFJMF,0.907,79.15,861.5,71.79
7563-BIUPC,0.891,80.6,861.48,71.79
5842-POCOP,0.807,88.9,861.33,71.78
5240-IJOQT,0.961,74.7,861.01,71.75
6833-JMZYP,0.763,94.0,860.97,71.75
4647-MUZON,0.748,95.95,861.04,71.75
3106-ULWFW,0.842,85.2,860.9,71.74
3003-CMDUU,0.754,95.15,860.64,71.72
8714-CTZJW,0.866,82.85,860.52,71.71
3247-ZVOUO,0.838,85.55,860.3,71.69
9837-BMCLM,0.913,78.5,859.94,71.66
5183-SNMJQ,0.754,95.1,859.94,71.66
9897-KXHCM,0.892,80.3,859.61,71.63
4102-OQUPX,0.963,74.4,859.58,71.63
1608-GMEWB,0.762,93.9,859.17,71.6
2040-VZIKE,0.71,100.85,858.79,71.57
0723-DRCLG,0.961,74.45,858.55,71.55
8922-LIEGH,0.797,89.7,858.41,71.53
4795-KTRTH,0.883,81.0,858.24,71.52
7074-IEVOJ,0.901,79.4,858.06,71.5
3551-HUAZH,0.961,74.4,857.75,71.48
2057-ZBLPD,0.826,86.5,857.6,71.47
3757-NJYBX,0.672,106.35,857.36,71.45
6060-DRTNL,0.841,84.85,856.65,71.39
2208-UGTGR,0.724,98.6,856.35,71.36
5357-TZHPP,0.846,84.4,856.34,71.36
5685-IIXLY,0.853,83.6,856.21,71.35
4415-IJZTP,0.957,74.5,855.67,71.31
3254-YRILK,0.808,88.2,854.69,71.22
5561-NWEVX,0.899,79.2,854.13,71.18
1564-NTYXF,0.868,82.0,854.11,71.18
1833-VGRUM,0.959,74.2,853.93,71.16
9992-RRAMN,0.836,85.1,853.78,71.15
1200-TUZHR,0.835,85.2,853.72,71.14
3096-JRDSO,0.682,104.3,853.57,71.13
8943-URTMR,0.893,79.65,853.3,71.11
9231-ZJYAM,0.902,78.85,853.2,71.1
6229-LSCKB,0.892,79.7,853.03,71.09
3640-PHQXK,0.791,89.9,853.02,71.09
9961-JBNMK,0.734,96.8,852.56,71.05
6960-HVYXR,0.935,76.0,852.51,71.04
0378-TOVMS,0.828,85.8,852.03,71.0
3191-CSNMG,0.88,80.7,851.92,70.99
0637-KVDLV,0.928,76.5,851.8,70.98
0177-PXBAT,0.646,109.9,851.79,70.98
3331-HQDTW,0.646,109.8,851.49,70.96
8752-STIVR,0.898,79.0,850.97,70.91
4523-WXCEF,0.701,101.1,850.74,70.9
4176-FXYBO,0.647,109.55,850.5,70.88
2845-HSJCY,0.812,87.25,850.55,70.88
6127-ISGTU,0.834,84.95,850.3,70.86
6513-EECDB,0.963,73.55,850.29,70.86
8059-UDZFY,0.672,105.35,849.94,70.83
8473-VUVJN,0.961,73.65,849.59,70.8
2474-BRUCM,0.695,101.85,849.48,70.79
0952-KMEEH,0.721,98.15,849.12,70.76
6435-SRWBJ,0.855,82.75,849.07,70.76
6394-MFYNG,0.658,107.4,848.14,70.68
0168-XZKBB,0.814,86.85,847.89,70.66
7180-PISOG,0.948,74.5,847.68,70.64
0013-EXCHZ,0.842,83.9,847.38,70.61
6595-YGXIT,0.794,88.95,847.22,70.6
0923-PNFUB,0.843,83.75,847.02,70.59
8739-WWKDU,0.789,89.5,847.05,70.59
8132-YPVBX,0.821,85.95,846.98,70.58
7198-GLXTC,0.893,79.0,846.82,70.57
4514-GFCFI,0.833,84.75,846.75,70.56
3804-RVTGV,0.679,103.85,846.09,70.51
3276-HDUEG,0.939,75.05,845.98,70.5
8258-GSTJK,0.915,77.0,845.81,70.48
3916-NRPAP,0.822,85.7,845.72,70.48
5439-WIKXB,0.745,94.55,845.71,70.48
3746-EUBYR,0.944,74.6,845.19,70.43
3647-GMGDH,0.743,94.7,844.88,70.41
8182-BJDSI,0.782,89.95,844.63,70.39
6365-MTGZX,0.733,96.0,844.58,70.38
3908-BLSYF,0.839,83.9,844.2,70.35
6319-IEJWJ,0.78,90.2,843.86,70.32
8372-JUXUI,0.946,74.35,843.6,70.3
4822-YCXMX,0.829,84.8,843.45,70.29
4706-AXVKM,0.829,84.8,843.31,70.28
1618-CFHME,0.926,75.9,843.0,70.25
4285-GYRQC,0.814,86.25,842.74,70.23
8861-HGGKB,0.812,86.45,842.81,70.23
5628-FCGYG,0.835,84.1,842.77,70.23
9436-ZBZCT,0.781,89.95,842.58,70.22
8775-ERLNB,0.945,74.3,842.45,70.2
5117-IFGPS,0.833,84.3,842.34,70.2
5835-BEQEU,0.912,76.95,842.24,70.19
1569-TTNYJ,0.891,78.75,842.11,70.18
4947-DSMXK,0.718,97.7,841.99,70.17
2982-IHMFT,0.942,74.45,841.89,70.16
6821-BUXUX,0.726,96.65,841.59,70.13
1194-HVAIF,0.738,95.0,841.39,70.12
6481-ESCNL,0.697,100.55,841.27,70.11
3707-GNWHM,0.943,74.25,840.11,70.01
8063-GBATB,0.821,85.25,839.93,69.99
7817-BOQPW,0.926,75.55,839.88,69.99
0348-SDKOL,0.685,102.1,839.37,69.95
8875-AKBYH,0.829,84.35,839.34,69.95
5196-SGOAK,0.924,75.7,839.27,69.94
9763-PDTKK,0.741,94.4,839.15,69.93
1550-EENBN,0.67,104.35,839.17,69.93
2519-FAKOD,0.704,99.25,838.94,69.91
9524-EGPJC,0.776,90.1,838.55,69.88
6996-KNSML,0.933,74.9,838.45,69.87
3223-WZWJM,0.832,83.95,838.29,69.86
9565-DJPIB,0.779,89.6,837.64,69.8
9168-INPSZ,0.67,104.15,837.52,69.79
6331-EWIEB,0.819,85.25,837.45,69.79
0848-ZGQIJ,0.737,94.65,837.37,69.78
9606-PBKBQ,0.821,85.0,837.42,69.78
7576-OYWBN,0.917,76.05,837.27,69.77
2114-MGINA,0.777,89.8,836.99,69.75
5889-JTMUL,0.734,95.05,836.73,69.73
7831-QGOXH,0.818,85.2,836.6,69.72
1342-JPNKI,0.81,86.05,836.65,69.72
3420-YJLQT,0.876,79.55,836.14,69.68
3904-UKFRE,0.87,80.1,836.09,69.67
1251-STYSZ,0.868,80.25,836.03,69.67
2135-DQWAQ,0.817,85.3,835.95,69.66
4238-JSSWH,0.682,102.05,835.72,69.64
0082-OQIQY,0.739,94.2,835.59,69.63
6173-GOLSU,0.736,94.65,835.62,69.63
7240-FQLHE,0.697,99.75,834.84,69.57
0637-YLETY,0.727,95.6,834.08,69.51
5216-WASFJ,0.819,84.85,834.03,69.5
1766-GKNMI,0.819,84.9,834.03,69.5
3932-IJWDZ,0.671,103.65,834.05,69.5
9710-ZUSHQ,0.651,106.75,833.85,69.49
0231-LXVAP,0.915,75.9,833.44,69.45
6005-OBZPH,0.779,89.15,833.23,69.44
3519-ZKXGG,0.916,75.85,833.33,69.44
0963-ZBDRN,0.722,96.2,833.17,69.43
0524-IAVZO,0.817,85.0,832.99,69.42
9050-QLROH,0.765,90.7,832.84,69.4
9058-MJLZC,0.733,94.6,832.45,69.37
4659-NZRUF,0.729,95.15,831.82,69.32
2123-AGEEN,0.822,84.35,831.66,69.31
0611-DFXKO,0.778,89.0,831.44,69.29
0093-EXYQL,0.757,91.55,831.34,69.28
6786-OBWQR,0.857,80.85,831.11,69.26
0021-IKXGC,0.961,72.1,831.15,69.26
8519-IMDHU,0.809,85.6,831.0,69.25
8844-TONUD,0.717,96.65,831.06,69.25
6267-DCFFZ,0.769,90.05,830.87,69.24
0793-TWELN,0.864,80.15,830.89,69.24
9444-JTXHZ,0.909,76.2,830.75,69.23
4983-CLMLV,0.674,102.7,830.74,69.23
8393-DLHGA,0.722,95.9,830.65,69.22
4439-JMPMT,0.807,85.75,830.42,69.2
5692-ICXLW,0.763,90.7,830.34,69.2
3753-TSEMP,0.785,88.15,830.36,69.2
4919-IKATY,0.819,84.5,830.16,69.18
2685-SREOM,0.776,89.1,829.98,69.17
3765-JXVKY,0.925,74.7,829.42,69.12
9714-EDSUC,0.728,94.9,829.35,69.11
7928-VJYAB,0.763,90.6,829.19,69.1
6110-OHIHY,0.872,79.25,829.07,69.09
9659-QEQSY,0.597,115.65,828.97,69.08
4274-OWWYO,0.929,74.35,828.84,69.07
4581-SSPWD,0.911,75.8,828.77,69.06
3934-HXCFZ,0.696,99.25,828.37,69.03
3296-SILRA,0.903,76.4,827.44,68.95
4325-NFSKC,0.761,90.6,827.25,68.94
7783-YKGDV,0.692,99.7,827.33,68.94
1754-GKYPY,0.768,89.75,827.18,68.93
0495-ZBNGW,0.863,79.9,827.21,68.93
0701-RFGFI,0.722,95.4,827.06,68.92
9050-IKDZA,0.845,81.5,826.76,68.9
6847-KJLTS,0.686,100.4,826.74,68.89
9172-JITSM,0.758,90.8,826.34,68.86
8443-ZRDBZ,0.905,76.05,826.2,68.85
0876-WDUUZ,0.806,85.4,826.1,68.84
1320-HTRDR,0.912,75.5,825.89,68.82
5129-JLPIS,0.652,105.5,825.61,68.8
1597-LHYNC,0.724,95.0,825.15,68.76
3703-VAVCL,0.764,90.0,825.07,68.76
0023-XUOPT,0.73,94.1,824.56,68.71
4521-YEEHE,0.773,88.85,824.25,68.69
5480-TBGPH,0.692,99.3,824.06,68.67
6910-HADCM,0.899,76.35,823.9,68.66
2792-LSHWX,0.823,83.4,823.26,68.61
7181-OQCUT,0.661,103.85,823.34,68.61
2082-OJVTK,0.769,89.2,823.22,68.6
2018-PZKMU,0.665,103.1,823.08,68.59
3167-SNQPL,0.678,101.15,823.04,68.59
0135-NMXAP,0.764,89.75,822.71,68.56
3644-QXEHN,0.707,97.0,822.41,68.53
8800-JOOCF,0.815,84.05,822.05,68.5
2692-BUCFV,0.675,101.45,821.76,68.48
3672-YITQD,0.814,84.1,821.6,68.47
4090-KPJIP,0.913,74.95,820.96,68.41
5564-NEMQO,0.908,75.3,820.14,68.34
5712-PTIWW,0.855,79.85,819.7,68.31
9696-RMYBA,0.853,80.1,819.69,68.31
7693-LCKZL,0.852,80.15,819.71,68.31
8212-DJRCH,0.756,90.35,819.63,68.3
7825-ECJRF,0.641,106.6,819.59,68.3
0404-SWRVG,0.918,74.4,819.52,68.29
1268-ASBGA,0.8,85.35,819.2,68.27
9102-IAYHT,0.799,85.45,819.28,68.27
4749-OJKQU,0.902,75.65,818.86,68.24
2883-ILGWO,0.65,104.9,818.18,68.18
4884-ZTHVF,0.783,87.1,818.1,68.17
7341-LXCAF,0.913,74.65,818.1,68.17
5054-IEXZT,0.905,75.35,817.89,68.16
8903-WMRNW,0.67,101.75,817.87,68.16
9095-HFAFX,0.841,81.0,817.6,68.13
1379-FRVEB,0.749,91.0,817.45,68.12
9898-KZQDZ,0.72,94.55,817.22,68.1
2874-YXVVA,0.648,105.1,817.0,68.08
2516-VQRRV,0.902,75.45,816.82,68.07
6689-TCZHQ,0.862,78.95,816.88,68.07
9658-WYUFB,0.721,94.4,816.74,68.06
5043-TRZWM,0.901,75.55,816.55,68.05
2868-SNELZ,0.844,80.6,816.62,68.05
9408-HRXRK,0.647,105.15,816.42,68.04
2632-UCGVD,0.68,100.05,816.4,68.03
0722-TROQR,0.908,74.9,815.93,67.99
1302-UHBDD,0.756,89.95,815.93,67.99
0376-OIWME,0.726,93.6,815.78,67.98
9079-YEXQJ,0.612,111.1,815.61,67.97
3524-WQDSG,0.684,99.3,815.65,67.97
6923-JHPMP,0.845,80.45,815.47,67.96
8185-UPYBR,0.9,75.5,815.33,67.94
7235-NXZCP,0.908,74.85,815.26,67.94
5339-TJFEK,0.644,105.5,815.06,67.92
1977-STDKI,0.93,73.0,814.97,67.91
9306-CPCBC,0.914,74.25,814.72,67.89
5666-CYCYZ,0.758,89.55,814.62,67.89
9940-RHLFB,0.901,75.3,814.25,67.85
5482-VXSXJ,0.728,93.2,813.78,67.81
7774-OJSXI,0.655,103.45,813.7,67.81
9415-DPEWS,0.767,88.35,813.32,67.78
9840-DVNDC,0.842,80.5,813.18,67.77
0219-YTZUE,0.799,84.8,812.97,67.75
1112-CUNAO,0.754,89.85,813.05,67.75
9399-APLBT,0.906,74.7,812.43,67.7
2024-BASKD,0.907,74.6,812.33,67.69
7821-DPRQE,0.628,107.7,811.9,67.66
1197-BVMVG,0.909,74.45,811.79,67.65
5857-TYBCJ,0.758,89.2,811.4,67.62
8058-DMYRU,0.751,90.05,811.2,67.6
8083-YTZES,0.909,74.35,811.11,67.59
2674-MIAHT,0.842,80.3,811.08,67.59
9054-FOWNV,0.761,88.75,810.94,67.58
9314-IJWSQ,0.797,84.8,810.79,67.57
4290-BSXUX,0.848,79.65,810.69,67.56
0362-ZBZWJ,0.795,84.9,810.43,67.54
1587-FKLZB,0.678,99.5,809.85,67.49
2362-IBOOY,0.796,84.75,809.47,67.46
5956-VKDTT,0.907,74.35,809.31,67.44
8818-XYFCQ,0.677,99.55,809.03,67.42
1728-CXQBE,0.715,94.25,808.97,67.41
7595-EUIVN,0.889,75.8,808.66,67.39
4690-PKDQG,0.705,95.55,808.69,67.39
5940-NFXKV,0.806,83.65,808.7,67.39
6522-YRBXD,0.713,94.55,808.57,67.38
7137-RYLPP,0.786,85.7,808.45,67.37
6856-RAURS,0.9,74.9,808.47,67.37
7537-CBQUZ,0.616,109.4,808.19,67.35
9121-PHQSR,0.792,85.05,808.13,67.34
6000-APYLU,0.833,80.8,808.0,67.33
1427-VERSM,0.682,98.7,807.7,67.31
6400-BWQKW,0.851,79.05,807.3,67.27
1891-UAWWU,0.741,90.8,807.0,67.25
8808-ELEHO,0.827,81.25,806.75,67.23
9391-EOYLI,0.836,80.45,806.78,67.23
8644-XLFBW,0.938,71.65,806.74,67.23
5159-YFPKQ,0.887,75.8,806.67,67.22
5445-UTODQ,0.829,81.1,806.63,67.22
6918-UMQCG,0.838,80.2,806.64,67.22
4369-HTUIF,0.789,85.15,806.64,67.22
2688-BHGOG,0.845,79.55,806.21,67.18
6376-GAHQE,0.863,77.85,806.18,67.18
4229-CZMLL,0.897,74.9,806.17,67.18
2880-FPNAE,0.904,74.2,805.11,67.09
3550-SAHFP,0.805,83.35,804.94,67.08
0817-HSUSE,0.888,75.5,804.64,67.05
7363-QTBIW,0.84,79.75,803.91,66.99
7130-YXBRO,0.601,111.45,803.77,66.98
9052-VKDUW,0.612,109.4,803.42,66.95
7529-ZDFXI,0.745,89.85,803.33,66.94
0376-YMCJC,0.738,90.6,802.85,66.9
2026-TGDHM,0.843,79.3,802.34,66.86
5729-KLZAR,0.827,80.85,802.24,66.85
3071-VBYPO,0.744,89.85,801.76,66.81
8417-FMLZI,0.8,83.55,801.76,66.81
3771-PZOBW,0.737,90.7,801.64,66.8
8225-BTJAU,0.841,79.25,800.23,66.69
3878-AVSOQ,0.936,71.25,800.22,66.68
8677-HDZEE,0.632,105.45,799.95,66.66
7270-BDIOA,0.741,90.0,799.85,66.65
8734-DKSTZ,0.775,85.95,799.71,66.64
0422-UXFAP,0.674,98.85,799.7,66.64
8999-BOHSE,0.743,89.7,799.61,66.63
9488-HGMJH,0.936,71.15,799.19,66.6
9894-EZEWG,0.896,74.3,799.16,66.6
9927-DSWDF,0.636,104.6,798.89,66.57
3692-JHONH,0.625,106.5,798.68,66.56
3249-ZPQRG,0.848,78.45,798.08,66.51
3853-LYGAM,0.695,95.65,798.13,66.51
7517-LDMPS,0.786,84.6,797.45,66.45
5570-PTWEH,0.884,75.15,797.25,66.44
2504-DSHIH,0.765,86.8,796.93,66.41
6221-AVQYL,0.906,73.25,796.77,66.4
9866-QEVEE,0.772,86.0,796.56,66.38
6583-QGCSI,0.754,88.05,796.46,66.37
0133-BMFZO,0.769,86.25,796.39,66.37
9093-FPDLG,0.704,94.2,795.71,66.31
9840-EFJQB,0.892,74.35,795.68,66.31
2860-RANUS,0.773,85.8,795.59,66.3
1980-KXVPM,0.883,75.05,795.62,66.3
1363-TXLSL,0.943,70.3,795.43,66.29
2347-WKKAE,0.702,94.4,794.96,66.25
2674-MLXMN,0.665,99.65,795.0,66.25
3295-YVUSR,0.913,72.6,795.06,66.25
2761-OCIAX,0.887,74.7,795.06,66.25
3370-HXOPH,0.871,76.1,795.05,66.25
4658-HCOHW,0.644,102.8,794.96,66.25
1513-XNPPH,0.741,89.4,794.86,66.24
0872-NXJYS,0.832,79.55,794.69,66.22
4010-YLMVT,0.621,106.6,794.56,66.21
6424-ELEYH,0.885,74.75,794.22,66.19
2506-CLAKW,0.674,98.15,794.18,66.18
0363-QJVFX,0.612,108.15,793.86,66.16
1031-IIDEO,0.934,70.85,793.97,66.16
8051-HJRLT,0.937,70.55,793.05,66.09
3714-NTNFO,0.782,84.5,793.02,66.08
1704-NRWYE,0.817,80.85,792.8,66.07
1184-PJVDB,0.826,79.95,792.68,66.06
0311-UNPFF,0.744,88.8,792.7,66.06
6352-TWCAU,0.764,86.45,792.63,66.05
0407-BDJKB,0.69,95.75,792.34,66.03
3797-FKOGQ,0.766,86.2,792.39,66.03
2424-WVHPL,0.884,74.7,792.23,66.02
2276-YDAVZ,0.879,75.1,792.25,66.02
5288-AHOUP,0.841,78.5,791.97,66.0
6437-UKHMV,0.827,79.7,791.37,65.95
4770-UEZOX,0.882,74.75,791.4,65.95
5376-DEQCP,0.934,70.6,791.43,65.95
7465-ZZRVX,0.937,70.35,791.31,65.94
1746-TGTWV,0.875,75.35,791.11,65.93
9367-WXLCH,0.78,84.5,790.97,65.91
8361-LTMKD,0.886,74.4,790.92,65.91
2446-PLQVO,0.937,70.3,790.8,65.9
2468-SJFLM,0.886,74.3,790.27,65.86
9603-OAIHC,0.94,70.05,790.24,65.85
7321-PKUYW,0.73,90.15,789.9,65.83
9274-CNFMO,0.878,74.95,789.7,65.81
9605-WGJVW,0.937,70.2,789.46,65.79
5569-KGJHX,0.771,85.35,789.48,65.79
6692-UDPJC,0.718,91.65,789.49,65.79
1894-IGFSG,0.737,89.25,789.42,65.79
5118-MUEYH,0.626,105.1,789.13,65.76
9850-OWRHQ,0.887,74.1,789.0,65.75
1846-XWOQN,0.937,70.15,788.95,65.75
0925-VYDLG,0.873,75.25,788.48,65.71
6653-CBBOM,0.935,70.3,788.37,65.7
3494-JCHRQ,0.938,70.05,788.23,65.69
8123-QBNAZ,0.629,104.5,788.25,65.69
4583-PARNH,0.717,91.55,788.01,65.67
8019-ENHXU,0.66,99.45,787.98,65.66
1640-PLFMP,0.935,70.25,787.86,65.66
3244-DCJWY,0.935,70.25,787.86,65.66
8714-EUHJO,0.72,91.15,787.74,65.64
2495-KZNFB,0.724,90.65,787.41,65.62
0129-KPTWJ,0.693,94.65,787.47,65.62
1656-DRSMG,0.597,109.85,787.2,65.6
7823-JSOAG,0.88,74.5,787.08,65.59
5539-TMZLF,0.94,69.75,787.14,65.59
8000-REIQB,0.937,69.95,786.89,65.57
8380-PEFPE,0.915,71.65,786.77,65.56
1357-BIJKI,0.667,98.25,786.68,65.56
5875-YPQFJ,0.938,69.9,786.68,65.56
5542-TBBWB,0.938,69.9,786.68,65.56
9804-ICWBG,0.938,69.9,786.68,65.56
5934-RMPOV,0.773,84.75,786.46,65.54
4636-QRJKY,0.814,80.5,786.45,65.54
0328-GRPMV,0.935,70.1,786.33,65.53
4702-IOQDC,0.935,70.1,786.33,65.53
7638-QVMVY,0.829,79.0,786.36,65.53
4603-JANFB,0.938,69.85,786.17,65.51
8062-YBDOE,0.941,69.65,786.1,65.51
7011-CVEUC,0.684,95.7,785.91,65.49
5550-VFRLC,0.938,69.85,785.87,65.49
4510-HIMLV,0.938,69.8,785.65,65.47
2506-TNFCO,0.941,69.55,785.43,65.45
8565-CLBZW,0.728,89.85,785.36,65.45
0354-WYROK,0.662,98.9,785.13,65.43
3855-ONCAR,0.828,78.9,784.07,65.34
3422-LYEPQ,0.92,71.0,784.05,65.34
7254-IQWOZ,0.938,69.65,784.11,65.34
4741-WWJQZ,0.815,80.15,783.79,65.32
4871-JTKJF,0.938,69.65,783.81,65.32
6502-MJQAE,0.938,69.6,783.6,65.3
8375-DKEBR,0.938,69.6,783.29,65.27
2636-ALXXZ,0.938,69.6,783.29,65.27
1820-TQVEV,0.938,69.55,783.08,65.26
8849-AYPTR,0.715,91.25,783.14,65.26
